tweet,label,sw_count,len_tweet,asterisk
  followed all those that i haven’t please follow back.,NOTABU,0,55,0
 even those who voted leave did not vote for this ,NOTABU,0,50,0
 why don't you say he knew those emails were approved to be released he knew he could release them his grand standing got called out and his theatrics are unbecoming of a us senator call him out or you are fake news just like calls you.,EXP,1,236,0
 antifa has new uniforms?,NOTABU,0,25,0
 or go to a baseball game with a terrorist who was that liberals seem to be the most perfect people but suck at everything.,NOTABU,1,123,0
 eh he is decent i think lol im playing barzal as my first line center over him though,NOTABU,0,86,0
 why is it a confederate flag makes one a racist an antifa flag makes one an america hating terrorist.,NOTABU,0,102,0
 the real reason they want gun control.,NOTABU,0,39,0
 superman this guy still giving you trouble? *uppercuts steppenwolf me there he is superman! it’s him finally!! news henry cavill is no longer superman me ........why.......”,NOTABU,0,174,1
 thats perfectly true torys and labour are different but pretty much extreme it looks like normality doesnt exist anymore none of them is even able to name the problem as it is how can they solve anything not that liberals would be that much better,NOTABU,0,248,0
 no ingles..,NOTABU,0,12,0
 go home and sleep johny.,NOTABU,0,25,0
 surely he didn't do anything to damage veterens affairs if he sullied a reputation it was another department?,IMP,0,110,0
 there is no proof he didn't but you assume he is innocent in the very same way.. if you support trump....baaaaaaaa yourself.,NOTABU,0,125,0
 she is so beautiful thank you!!🌺,NOTABU,0,33,0
 that's the most polite awkward thing i ever saw.,NOTABU,0,49,0
 no worries thank you for responding can i ask you a question i find it very interesting can you tell me why you are an atheist i'm just curious.,NOTABU,1,145,0
   super,NOTABU,0,8,0
 it was a nail biter,NOTABU,0,20,0
 if trump wins 02 and growth continues will the crazy liberals still be thanking obama years from now of coarse the will because when the argument is lost all that is left is too dispute the facts.,IMP,0,197,0
 correct me if i`m wrong wasn`t she playing a women?? who was also a minority who was asian the way she is talking she play a man.,NOTABU,0,130,0
 im not saying he is racist. im saying he made a mistake and she is only half japanese her father is haitian so she is half half if we being true!,NOTABU,0,146,0
 check out my blog post on scooters!,NOTABU,0,36,0
 so is it time for each of us to tell about wild times we had in high school and college?? liberals are such jackasses let he who is perfect cast the first stone....will never be a liberal,NOTABU,1,188,0
" so called liberals"".""",NOTABU,0,22,0
 this is what happens when you allow employees to destroy your brand americans will never choose football over our flag always stand,NOTABU,0,132,0
 another insane o. appointees. amounting to nut n. jwb. the next one could be real famous. former..first black president. or former first black lady.. just sayn it...and freedom of speech.. r my am o!!,NOTABU,1,201,0
 evolution an evolution we helped to enact brexit is economic and social suicide.,EXP,0,81,0
" and today they don't even wear hoods they're actually proud to show their faces unless of course it's their terrorist wing the antifa or their crybaby wing the resistance"" url",NOTABU,0,176,0
 democrats started the kkk and antifa sheep no more wwg1wga!!!,NOTABU,0,62,0
 i love danielle because she is such a caring and genuine person her smile and positive energy brings out the best in everyone you can always count on her to bring some sunshine into any rainy day ️☺️,NOTABU,0,200,0
 i definitely believe that she is credible compared to the man that lied under oath times!!,NOTABU,0,91,0
" here comes the he was no angel argument 🙄 she is guilty of breaking and entering and murder who cares about some flowers that may or may not have been planted there by police.""",NOTABU,0,177,0
 whistleblower must be the only non kid toucher behind the vatican walls.,NOTABU,0,73,0
 tbh it catchy as fuck tho,NOTABU,1,26,0
 lol only ones i see attacking anyone is your crybaby liberals,EXP,0,62,0
 why are you wasting time replying on twitter trolling on behalf of people making under that amount seems like someone is just a propaganda pusher...or likes gloating to other maga's that they got screwed by trump url,IMP,0,217,0
10 kevin williamson's excellent piece on why even if there is a bias against conservatives at social media giants it still shouldn't be the governments business url,NOTABU,0,164,0
 hahahahaha-sure-she’s just a spoiled brat-and goes berserk when she’s beaten-,EXP,2,78,0
 he is repulsive.,EXP,0,17,0
 he is desperately trying to deflect this is what jordan amp nunes have been wanting trump doesn’t care who he endangers fck trump,EXP,0,130,0
 ohhhhhh i cried big crocodile tears the first time my daddy called me a bitch took it on the chin like a champ but ran to my room to cry just like a bitch💀,NOTABU,1,156,0
 dear lord do you have a clue what the black panthers stood for the still stands for sensible gun control laws we have laws already in place to prevent people who should never own firearms from ever obtaining them now talk to your leo about enforcing them guns arent,NOTABU,1,266,0
 it does which sucks but honestly at least i can mute all the instances full of weirdos and just scope fed/local it's a treat,NOTABU,0,125,0
 it is all okay with the liberals if it furthers their agenda they have no core.,NOTABU,0,80,0
 hopefully not.,NOTABU,0,15,0
 thanks for spreading joe biden’s words...he is a great american that i respect very much.,NOTABU,0,90,0
 thank you if you think something is not strict enough regarding our current gun control laws then due tell but i have a feeling you have no clue what our current gun laws are and you just hoped on to the ban trolly,NOTABU,0,215,0
 yeah . as if when a lady stranger randomly walks into your home the first thing you think to do is obey her verbal commands... sounds like she is trying to blame him for his own murder unbelievable.,NOTABU,0,199,0
" i can't watch cnn anymore because the conservative pundits they have on are just partisan hacks i get cnn wants balance but the conservatives that defend the indefensible are too much.""",NOTABU,0,186,0
 they had sex he kicked to the curb melania in the white house she is still on the pole big memoir,NOTABU,1,98,0
 new gun control laws are a waste of time amp energy which is better spent holding these worthless politicians accountable for their refusal to enforce current laws why create more laws they will never enforce?,IMP,1,210,0
15-year-old allison was completely in awe of the beauty and talented of the incomparable marin mazzie so grateful to have met such an incredible woman and be a witness to her radiance!! she is so very missed url,NOTABU,0,211,0
" those vg/hc stickers i see on trucks--exclusively trucks never cars--seem like asshole indicators i can't say for sure because i've never actually spoken to someone who's like yes hockey should involve more punching people but... yeah it seems bad""",NOTABU,1,249,0
 you're a piece of shit for saying that fema was successful in helping puerto rico after hurricane maria 00 people died you think that's successful you really have no soul you're a fucking horrible human being i don't even think you're human fuck you!!!,EXP,4,253,0
 that’s why we had such a h1t evonomy under him malaise not maga,NOTABU,1,64,0
what a dilemma maga news nikeboycott colinkaepernick nflfootball nfl trumpresign cnn url,NOTABU,0,88,0
 hey jimmy the view had norm on the view!!!! you're sad.,NOTABU,1,56,0
 sure whatever you say random dude last time i checked having a negative opinion of a media company doesn’t make you antifa but congratulations on dumbest fucking thing i’ve heard today👍,NOTABU,1,186,0
 you are pathetic!,EXP,0,18,0
 bad gun control seems like missed his brains... bummer!,NOTABU,0,56,0
" what you're doing is so irresponsible amp i believe that ur smart enough to understand how evil you are if the fbi or jd had some plot to thwart dt all they had to do was leak to the press that he was being investigated they did no such thing u know you're wrong that's evil!""",EXP,2,277,0
 thanks i'm gonna test out herc again with limit broken white rose ce equipped on raikou,NOTABU,0,88,0
thank you we need to buildthewall to keep them out but mandatory e-verify will get them out rednationrising trump maga sendthemhome url,NOTABU,0,135,0
 liberals are kinda the worst,EXP,0,29,0
 why do liberals preach gun control but go and get stupid with guns?,IMP,1,68,0
 he is the only one who ever resurrected.. he isn't dead.,NOTABU,0,57,0
 thank you!!😭❤️,NOTABU,0,15,0
 come pick your girlfriend she is shifting permanently😂 url,NOTABU,0,59,0
 conservatives are opposing liberals and canada,NOTABU,0,47,0
 just like the gun control poster child david hogge you don't hear from him anymore one and done,NOTABU,0,96,0
 beautiful booty!!!,NOTABU,0,19,0
 this is the violent liberal antifa party now they try to convince us they they have a heart and some woman is knocking our men there's go around with kkk hoods beating up strangers amp wrecking our towns most violent corrupt party ever.,EXP,0,237,0
 you’re not a proper country girl if a bit of mud puts you off!,NOTABU,0,63,0
 moore just got don elected again liberals never learn he’s more unlikable than trump,EXP,0,85,0
" her head is already shaking before he can finish his first sentence taking a step forward and slamming her cane to prove a point  “no steve childish perhaps but she is tired tired and worried sick all times that someone she cares about decides it's a great idea """,NOTABU,1,264,0
 you are not fooling anyone with what you say if it was the snp doing this you would be screaming blue murder mind you until you do the job you are meant to do you and your fellow workers will be looked on as being part of the establishment bought and sold.,NOTABU,0,257,0
 at least she’s now getting laughed at url,NOTABU,0,42,0
 democrats control the media republicans bow to its pressure democrats control the power,NOTABU,0,88,0
 is this reputation’s next single  🤔👀,NOTABU,0,37,0
 these cowards ain't ready. maga 🇸,EXP,0,34,0
 that is to say i was aware it wasn’t written for me that’s ok though you can tell that she really loves the housewife culture she is writing about imagine shirley jackson without the misanthropy.,NOTABU,0,196,0
" i didn't see the referred to tv segment and i don't support the response but it is very easy to see how you as a race baiter can bring out the emotions you are trying to elicit it is unfortunate that ur willing to sacrifice black people to make you such a big man"".""",EXP,0,267,0
 aight i thought gun control and unaffordable healthcare was the issue snm ,NOTABU,0,75,0
 niggas say anything,NOTABU,0,20,0
 i'm sure many of us conservatives will remember your participation in the overriding of our constitutional right and will never vote for any of this so called government the one that flaunts or laws and court system,NOTABU,0,216,0
 let that sink in liberals url,NOTABU,0,30,0
 but if you go on a date first..and then have sex...it’s the best of both worlds and the sex is better.,NOTABU,0,103,0
 &gt activist whack job colluding with liberals to pull a dirty amp precisely timed political hit url,NOTABU,1,101,0
 it’s only significant if he is packing his bags.,NOTABU,0,49,0
 she is just great as long as she wins the title eventually,NOTABU,0,59,0
 they are really upset about this election loss.,NOTABU,0,48,0
 barking mad you are url who let the dogs out-bekhit fahim youtube url,NOTABU,0,70,0
 she lives in the hearts of all gun nut conservatives.,NOTABU,0,54,0
 you are exposing us  url,NOTABU,0,25,0
 i see it's a damn shame how delusional he is he's gotta be the worst even more than those boston ben stans,EXP,3,107,0
 if this clown had his way we all would be working for 3ph so he can get bigger entitlements paid for by us how out of touch this fool is i hope his electorate works out what a joke he is auspol,NOTABU,1,194,0
 desperate will do whatever it takes to stay relevant even if it means jumping on the hate train hasbeen,NOTABU,0,104,0
 watching liberals get all uppity at you though was the best part they jump to defend the scum as ever.,NOTABU,2,103,0
 i have never understood why there are not more officers visibly supporting tighter gun control it makes their job so much more dangerous with all these random people w their guns.,NOTABU,0,180,0
 grocery store joe is the best contestant to ever grace bachelor nation he is adorably awkward and has a thick chicago accent url,NOTABU,0,129,0
 ward is were he is because he is really good at what he does not every successful test player is good at presenting and commentating ward and now key are a welcome addition to the sky team,NOTABU,1,189,0
" i followed the details of jim jordan's accuser also the accuser even stated he knew the story might make me some money and he is a convicted scammer i loathe any man who would assault a woman....i just don't believe the bk accuser.""",NOTABU,2,233,0
 if you think that the op ed affects the the people in sc then you are so out of touch we all think it is more fake news.,NOTABU,0,121,0
 deep corruption in the puerto rican government is the cause for the ppls misery billions sent amp you don’t have the foresight to harden amp secure the power system on an island that will most likely get hit again this is the puerto rican’s government ms fault.,IMP,0,262,0
 such a liar anything trump says to mueller will be deemed a lie because three dishonest liberals collude to lie amp mueller will elect to believe them over the truth do you really believe trump or the american people are stupid enough to fall for that we're not as stupid as you.,EXP,3,280,0
 shit! i left a little bit ago to get food but if you're still there i'll drop down with all the paper your heart desires!,NOTABU,0,122,0
 god help us please get out and vote!,NOTABU,0,37,0
 omg you are the first person i’ve seen complain about this other than my husband.,NOTABU,0,82,0
" re-read my tweet brian gun control not ban your blatant exaggeration not withstanding) """,NOTABU,1,89,0
 she is uncultured,EXP,1,18,0
 “hmm well she is right to hun.. blake was supposed to be watching her.”,NOTABU,0,72,0
" also she's thick as shit despite her posh brainy voice on qt when the refugee crisis was at it's peak,she said they should come in because there may be surgeons amp dentists amongst them.fecking leftie lunatic.scruffbag""",EXP,1,221,0
 just keep saying fast and furious holder the man that planned gun control by handing out weapons to criminal cartels.. sounds like a great guy to run a justice department because he will work with anyone including criminals to fill his own agenda instead of that of the people!,IMP,0,278,0
" i hmm thanks but you are more beautiful!~ she hugs her back and pats her head""",NOTABU,0,79,0
theresamay videos in an effing scarf causing vomiting to anyone with a brain  is likely because all the whiteprivilege people she's made homeless been replaced with muslims who will vote corbyn maga mbga mcga mega conservatives patriots,NOTABU,0,236,0
 so funny how the liberals can see this in others but not in themselves!!!!,NOTABU,0,75,0
 there are people and groups who do want to ban certain guns or guns in general yes nra was pro gun control however now gun laws are just being made after every incident with huge amount of bureaucracy.,NOTABU,0,202,0
 funny shit,NOTABU,1,11,0
 morning,NOTABU,0,8,0
trumpism is going so well you along with all your liberal friends felt the need to try to trash it people aren't stupid as you suppose redwaverising maga amp kag201 url,IMP,1,168,0
     and yet antifa dresses like isis....,NOTABU,0,41,0
 typical antifa type and he’s not worth anyone’s time.,NOTABU,0,54,0
 she is a trained psychologist of course she can pass a lie detector test.,NOTABU,0,74,0
 i'm going to send an american wolf after those antifa commies and alt-right fascists.,NOTABU,0,86,0
 don't be so hard on yourself...the great people in your life love you for who you are why give them that displeasure to please suckers who will never like you no matter if you're a chick with ten thousand disguses...,NOTABU,0,217,0
 this soros guy needs to be investigated he's been kicked out of other nations amp here his name keeps coming up with all these anti-american groups finances antifa pays folks to act crazy at trump events i know he is against our sovereignty he hates our constitutional rights.,IMP,0,277,0
 all this tape proves is that was always out to get a paycheck and to sabotage the one person who actually gave her a chance who tape records conversations in the white house?? only someone looking to sell it later she’s a snake,EXP,0,228,0
     i'm sure it's just all democratic political pay for play,NOTABU,0,61,0
 tryouts for antifa???,NOTABU,0,22,0
 the people complaining about this are almost certainly the ones who think getting in people’s faces antifa etc will result in the victim accepting it and thanking them for their advice.,NOTABU,0,186,0
 you are but rider always makes me aware when you are late for him so late is late no mater who you are meeting ,NOTABU,0,112,0
 keep your eye on liberals in close quarters they're very violent and mentally unstable.,NOTABU,0,88,0
 i always equate it to what happens when the left threaten new gun control we are energetic for the time it takes to stop it.. then we scatter no longevity,NOTABU,0,155,0
 i'm jackie she is a great character to be tbh,NOTABU,0,46,0
 companies used to remove execs who are emotionally disturbed an ed exec can't be trusted to be a leader of people i guess no longer.,NOTABU,0,133,0
 you are too nice ily💞💞,NOTABU,0,23,0
 that didn’t do it tougher sentencing laws and more focused crime enforcement did we all know tougher gun control laws do not work.,NOTABU,0,131,0
 they coming url,NOTABU,0,16,0
 google has evolved into something that belongs out of stalinist russia the goolag needs to be decommissioned.,NOTABU,0,110,0
 just censored the qanon merchandise really zazzle meanwhile communism and antifa merch are allowed on your site the constitution of the usa means nothing to you well done time to take our merch elsewhere wwg1wga url,IMP,0,216,0
 there r  million that can sign to the affect that they didn't vote for an asshole.,IMP,0,83,0
 beto a dangerous man i told you a hit and run driver would stand up for you and me its like he hit us with illegals now wants to run hell no!,NOTABU,0,142,0
     go take economics......we'll wait😒,NOTABU,0,39,0
(albert conservatives are spreading the lie anderson cooper faked a hurricane.. url,NOTABU,0,83,0
 the persona that you project masks your insecurities you are hurt and disappointed politics is a dirty business move on and make a difference hillary lost because too many people sat out the last election get involved in displacing devin nunes and or duncan hunter in calif.,NOTABU,0,275,0
 we are ready whenever you are 🏽,NOTABU,0,32,0
usa i feel your pain even while i profit causing it! liberals u gotta luv em redistributing wealth not on their menu serve up identity politics slop so you destroyed libya ya'll never catch bill now he's got million dead iraqi kids sanctions 90's under his belt url,NOTABU,0,265,0
reminder that there is nothing fiscally conservative about maga url,NOTABU,0,67,0
 i think it's more of a choice for ppl to stay hooked on shit,NOTABU,1,61,0
 so you’re the same people who vote for less gun control when we have what i dunno  school shootings just this year and fatal shark bite incidents since 936 you sure really care about humans.,NOTABU,0,191,0
antifa fascists and socialists are one and the same......time to respond url,NOTABU,0,76,0
 before this scumbag considers running for president i want him to publicly swear under oath that when he was in school he never tried to cop a feel as these liberals like to show themselves as pure as the driven snow.,NOTABU,1,218,0
" philosophically speaking can a hippie crazy cat lady who supports antifa still be called a fascist"" literally asking for a friend who's a constitutional scholar"".""",IMP,0,164,0
wow new petition demands keith ellison’s accusers be allowed to testify before congress god bless trump ever maga kag deepstate walkaway redwave201 . url via ,NOTABU,0,158,0
 she has tooo many details to be lying but they still will say she is lying,NOTABU,1,75,0
 we appreciate your patience and compliance thank you for supporting our future.,NOTABU,0,80,0
 the idea that his  year old dwi should somehow exclude him from the gun control debate is just.. ..i don’t know what is it exactly?,NOTABU,0,132,0
 just picked up my post on gun confiscation this is the history of gun control your high school and college history classes will never tell you about url,NOTABU,0,153,0
 when we lead sheeple follow url,NOTABU,1,32,0
 when we satan call him home soros.,NOTABU,0,35,0
 nope i was fortunate to be online when he posted it sounded like bullshit to me at first too until a few other celebs chimed in daffy,NOTABU,2,134,0
 you are amazing,NOTABU,0,16,0
 indeed americans need more gun control which means hitting your target can never have to much range time 😊,IMP,0,107,0
 looks like you are taking the couch tonight.,NOTABU,0,45,0
 no but i am you are hilarious not in a good way.,EXP,0,49,0
 she is doing a crap job of running this country and that idiot can’t supply the country with an alternative opposition as long as he is running the labour party,EXP,2,161,0
 mitch...that’s not true...a big thing would be to remove all you gop nra shills from office and elect people who understand what america wants....the majority of americans wants sensible gun control.,NOTABU,0,200,0
presidenttrump wins law suit ca court overturns guncontrol law.. goa nra gunrights selfdefense a firearms molonlabe guns kag secondamendment ccot pjnet gunfreezones maga usconstitution url via ,NOTABU,0,193,0
 and nero goodell fiddles while the burns glad i took up golf boycottthenfl boycottnike justdont,NOTABU,0,96,0
 because the cost of seats is too high still on that kneeling thing are we?,NOTABU,0,75,0
 of course it won't....laws don't apply to conservatives,NOTABU,0,56,0
"  it was strapped to the back of russells jeep as part of the troll stroll video that had tinys profile banned for thirty days because they drove around neighborhoods they believed antifa lived while making violent threats and screaming we're triggering folks today""""",NOTABU,2,267,0
 and pedophile podesta still on with his blue check mark account ,IMP,1,65,0
 the democrats of california spray chemicals of the central coast of california to magnify the sons intensity so the asphalt with carrie he is slowly dehydrate the region to bring down property value so democrats can charge conservatives on water,NOTABU,0,246,0
 nutty fruitcakes!!,NOTABU,1,19,0
 mob death threats has antifa turned on her maxine waters?,IMP,0,58,0
 the truth hurts sometimes it's not your fault just keep maga,NOTABU,0,61,0
 depends on which way you point them,NOTABU,0,36,0
 what was an abuse of power was all the crap you and the hussein gang pulled off your big contribution was the fast and furious caper to bring in gun control in strict contravention of the nd amendment but don’t worry justice is coming for you and barry’s band of outlaws.,IMP,1,272,0
 sounds like hot lesbian sex to me.,NOTABU,0,35,0
" lol!! hysterical! please add the fact that she looks like she is actually dead""""",NOTABU,0,81,0
baaaaa baaaaa...that's the american sheeple who prove roger goodell right the nfl can do whatever it wants and you'll take it because you'll never give up the nfl baaaaa baaaaa url qanon maga wwg1wga freealexjones,EXP,1,213,0
"‘she’s not in charge of the senate! watch megyn kelly unload on ford for demanding an fbi investigation url tcot maga rednationrising""",NOTABU,0,134,0
 shit ain’t gone work bruh url,NOTABU,1,30,0
 ok can i have my two cents here!! this is not the end of yalls friendship ! maybe you should actually say sorry first because you are the man😀😀 i’m not taking either side !! i depend on y’all and other people do too!! i’m just a peep here!! let’s all be happy!!!,NOTABU,0,263,0
usa trump maga kag we know that china russia hollywood soros saudiarabia thecatholics all fund and support liberal democrat politicians who's funding and supporting conservatives?? url,NOTABU,0,184,0
really maga vote trump 020,NOTABU,0,26,0
 fairness? what about being fair to the democratic process of this republic?? all this is a sham to delay the vote shameful drainthedeepstate drainthedeepstateswamp maga,EXP,2,169,0
breaking news listen live at pm ct at url maga url,NOTABU,0,50,0
 he is a disgusting anti  traitor!,EXP,1,34,0
 i have irresponsible sex but i at least know my partners (benefits or being snipped),NOTABU,1,85,0
1 grade school children shot dead in washington with mm beretta the nra blames gun control laws.,NOTABU,0,96,0
  but there is also many videos of antifa attacking disabled and old people if you want to see them victors spoiler on disabled attack three on one antifa to disabled vet),NOTABU,0,171,0
 about time!,NOTABU,0,12,0
 not one democrat gives a shit about if this is true or not it's all about not wanting conservatives in a life seat.,NOTABU,1,116,0
 and it's funny as obama starting talking about gun control shootings started happening correlation-definitely so.,IMP,0,114,0
 republicans need to stop being such push overs this is war maga walkaway iamalexjones kavanaugh ppc url,NOTABU,0,104,0
 here your sign  liberals  breaking maga patriotsunited americafirst url,NOTABU,0,72,0
 we didn’t lie he is a fan tho!🤣🤣🤣,NOTABU,0,34,0
 so we load into illios insta lock torb immediate flame in all chat moira do not win a fight all game constant shit talking between a team mate and one of their team still have a torb im fighting a doomfist help,NOTABU,1,211,0
 acting like an ass is not a good view.,NOTABU,1,39,0
 she doesn’t want to be near him and if he watched the show she never said anything about loving him she said i don’t want to ruin my chance to get to the us she is keeping it real.,NOTABU,0,181,0
 girl so am i. lol he is actually grown now ,NOTABU,0,44,0
 holder is responsible for selling guns to the mexican cartel just another obama administration law breaker.,EXP,0,108,0
 williams showed that she is a bad sport male female no matter bad sport and rude to the young woman who won.,NOTABU,1,109,0
 well you know where i am come on over at least youll be at hospital lil antifa libtard will never show.,NOTABU,1,104,0
remind me again why exactly there's a lingerie store next to a krav maga dojo,NOTABU,0,77,0
 is there any reason why you believe you are relevant anymore you weren't relevant when you were secretary of state all you wanted to do is give away everything to our enemies go crawl back under the rock with barry soweto,NOTABU,1,222,0
 unbelievable!,NOTABU,0,14,0
 did he complain about gun control afterward?,NOTABU,0,45,0
 he’s not responsible for that he is responsible for his decision not to medically evacuate.,NOTABU,0,92,0
 guy if you can't explain yourself after a day that's a good indication youre talking shit,EXP,1,90,0
" the reaction from some conservatives was swift and appealed directly to male fears and male interests."" if men after  years. can come forward about priests sexual assault why can't women,especially if the person accused is going to be sc judge amp stay on forever""",NOTABU,0,265,0
  i know many of antifa who will fight harder....and not waste government socialist money url,NOTABU,0,93,0
nikes attempt to alienate more than half the country grabbed so much attention nobody noticed levi’s going full gun control and partnering with the clowns from everytown if a leftist company goes woke and nobody notices does it make a sound?,NOTABU,0,241,0
 the problem is trump is playing the dems against the repubs and he is neither trump is an authoritarian to trump there is no leaning his goal is to conjure up hate he has been part of america’s under belly his whole life and brought it to the wh.,NOTABU,0,247,0
 doesn't seem like hollywood has too many independent thinkers.,NOTABU,0,63,0
 but i dont think all of us are depressed i think on social media it’s all perfect and shit but social nedia only portrays one part of a persons life as far as help i think it’s the same as it’s always been,NOTABU,1,206,0
c190 vols tales from blackwood third series short stories maga magazine cowper url url,NOTABU,0,86,0
 nasty a$ liberal sheep...you are prime example of sheeple with no brain.,EXP,1,73,0
 because he will have ate it,NOTABU,0,28,0
 what kind of dumb shit am i gonna read next,NOTABU,2,44,0
emmys didn’t watch won’t ever watch silly entertainers trying to make unfunny jokes about conservatives so scripted and unfunny!,NOTABU,2,128,0
 ending the horrible trade imbalance burden from obama/bushii/clinton/bushi results in an 800b/year boon to the usa economy this is what you fail to mention trump-o-nomics maga [you should try to listen to trump more closely so you can learn.],NOTABU,1,243,0
 he is best of the best barun sobti,NOTABU,0,35,0
 she is a vile rat of a woman.,EXP,1,30,0
captain maga getting slandered and it wasn’t from me damn url,IMP,1,61,0
 nope he is called shazam too,NOTABU,0,29,0
 i am drunk and listening to wings more fun than the emmys for me? keep writing you are the new ebert no pressure ;),NOTABU,1,116,0
thewallstreetjournal mass shootings have made gun control a key.. wallstreetjournal url url,NOTABU,0,91,0
 i wouldn’t trust chuck schumer ever he’s a liar and the president doesn’t trust him either.,EXP,1,92,0
 deplorable hillbilly who is the dreg of society and i'm damn proud of it! deplorabledreg trumpsarmy teamtrump wwg1wga maga kag🇺🇸🚂,NOTABU,2,130,0
" still shoveling shit for trump?....what kind of woman supports a liar racist pussy grabber?....that's what kind of woman you are.""",IMP,3,131,0
 be ready! be prepared! because the trump administration isn’t going to do shit if you get hit! well. if it’s a white county you’re good. lookout randolph county! hide yo kids! hide yo wives!!,IMP,1,192,0
" damn...that's almost as old as i am then again he is from utah and he does what career politicians do...appeal to his base""!""",NOTABU,0,126,0
 did u c the smile on that kids face afterwards?....was beautiful... maga ️🇺🇸👸🏼💋,NOTABU,0,80,0
pnpcbc cdnpoli bcpoli ontpoli alpoli more to join conservatives url,NOTABU,0,67,0
 i do not need a female packing a weapon for my protection not my kind of girl if you need that much protection you are in the wrong place.,NOTABU,0,139,0
 hope you're right about that last part but i've learned it's pointless to underestimate the stupidity of tx conservatives.,IMP,2,123,0
 antifa blocking the road in salzburg salzburgsummit1 url,NOTABU,0,57,0
 they're still building and hiding nukes but yeah your pops got played like the udiot he is.,EXP,0,92,0
" and he proved that all the gun control laws doesn't stop anyone willing to break the law he could have just as easily shot a colleague or student or several lax enforcement of existing laws and criminal minds ignoring laws are the real problem but democrats know that.""",EXP,0,270,0
" i also understand that it is not an insult but the way nguni languages are spoken it can't be msuthu but has to be umsuthu which in english will loosely translate to s(he is mosotho and in sesotho will be ke mosotho"" can't be muntu but umuntu""""",NOTABU,0,245,0
 he schools read a ammo box warning label...,NOTABU,0,44,0
"elections news gun control group's political arm pouring millions into midterm elections news headlinenews"" url",NOTABU,0,111,0
 wow this is priceless a college educated professor self-inflicts himself with a bullet wow he is brilliant” url,IMP,0,112,0
so summer camp is relatable to detention centers liberals will paint any picture to get a non-existent point across maga url,NOTABU,0,124,0
 and we deplorables will use the a to keep our democratically elected president in power how about that,NOTABU,0,103,0
 again she is the goat at her sport but of all athletes ever absolutely not,NOTABU,0,75,0
 he is coming to purpleumpkin where he becomes one of the murples i will send him a ticket to travel god speed!,NOTABU,0,111,0
 she doesn’t want to play to other children or adult unless she lives with them she help everyone in the house whatever task there is to do she speaks clearly and turning this september her excuse always when there’s a guest in the house she is shy no one influenced her.,NOTABU,0,271,0
 google cfo exec cries about election night in front of a crowd at a podium she amp her colleagues control our elections when social media giants support one political ideology exclusively over another it is time to treat their actions as political donations subject to fec rules.,NOTABU,0,280,0
 you are a bad chaid😂😂😂😂😂,NOTABU,0,25,0
 he is german he play for club fcb ssshhhhhiiiiiiiiiiiiiiiit,NOTABU,0,60,0
 awesome agree yeah man preach wait.. what did i just read oh shit,NOTABU,1,66,0
 chad she is a commie spar us!!!!!,NOTABU,1,34,0
sesamestreet’s bert and ernie came out of the closet today spox says they’re a loving couple conservatives incensed rush out to buy bert and ernie dolls to burn along with their newly purchased nike fashions gay lgbtq lgbtqtwitter bluewave url url,NOTABU,0,247,0
 so the first thing you do is put the black guy up and call out that we are using the race card shows how racist you are maybe put a latino or woman up next.,EXP,0,157,0
 you coming to georgia when i get back then?😂,NOTABU,0,45,0
 i'm sorry but damn she is hot af,NOTABU,1,33,0
 lmao understanding and accepting imperical evidence and facts is a social democrat attribute conservatives on the other hand believe religion and trump what a sad state of affairs cult45,NOTABU,0,187,0
" all out war with is hilariously insubstantial😂😂""",NOTABU,0,49,0
 race has nothing to do with it either you are fake maga or ignorant either way you are now blocked.,EXP,1,100,0
 no reporting on the death threats faced by kavanaugh or any conservatives huh?,NOTABU,0,79,0
 ...i happen to know of your wayward conversations with patricia hewitt and hooking back up with the very same liberals you are who sold us out to this go on tell me how your continued complicity isn't part of this you have stoked this too disgusting.,NOTABU,0,251,0
 bruh this?? lmaooo,NOTABU,0,19,0
 wow she's a piece of work🔥obviously she's been involved in rape are sexal misconduct and it didn't go her way🙏awful thing to ruin anybody's life that's innocent maga confirmkavanaugh justicenow voteredtosaveamerica godblessamerica annalovestrump trumpsarmy  url,NOTABU,0,262,0
 nvm he is dodging us we can play you now,NOTABU,0,41,0
5.10am still a crowd at queens park protesting the conservatives middle of the night power grab shame on the conservatives what kind of party creates chaos during an election rather than working with their citizens to create a healthy economy onpoli,EXP,1,249,0
 pray for judge kavanaugh and his family maga kavanaugh kavanaughconfirmation kavanaughconfirmationhearings,NOTABU,0,107,0
 you sound like the nazis my family came to america to go back and fight in their home you have a lot to learn antifa is an enemy of america just like the nazi's,NOTABU,0,161,0
 the only thing i know about gun control is how to have great aim.,NOTABU,0,66,0
 cnn is neither there to make money or tell the truth it solely exists to be a propaganda arm of the democratic party,NOTABU,0,117,0
 isn’t it what liberals want now they are crying with the consequences on a budget money comes out of some other program. liberals just print more money,NOTABU,0,152,0
" i purposefully had my damsel be a bit of a badass she is saved by the protag saved by the third party member and sticks her neck out to save their hind quarters just as often if not more!) sure she may have ulterior motives *evil laugh* but she's still pretty kickass!""",NOTABU,2,270,1
 have not spent one dime on nfl no tickets no merchandise no tv time my football day is saturday college gameday is incredible,NOTABU,0,126,0
 lol!! now will they burn those and will they remember to take them off first one guy didn't and to burn them outside so they don't take down the house as one guy did wait until they find out levis is now pushing gun control nazis marching in their tidy whities oy.,IMP,0,265,0
